UserID,ItemID,Rating,UserState,UserTimeZone,ItemCity,ItemState,ItemTimeZone,TripType
26AFC9E8C2FB1A86E2672BF7DCE889BD,240589,5,AL,CENTRAL,CLEVELAND,OH,EASTERN,FAMILY
A55D2FFA73774725E57E44C878A7AD67,77652,5,AR,CENTRAL,LONGBEACH,CA,PACIFIC,SOLO
827A5A24F3609CD17E65295E925E8541,223774,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,FAMILY
F021F47754873189167DD3834F37984C,223660,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,SOLO
F37EA573B4618A434D5A213B9F12869B,81985,5,AR,CENTRAL,SANFRANCISCO,CA,PACIFIC,FAMILY
5CF656A1788BD833426562587B8D36B0,111960,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,FRIENDS
279E0C95CA795788390C71D26206FEB6,223699,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,FAMILY
A55D2FFA73774725E57E44C878A7AD67,217844,5,AR,CENTRAL,SANFRANCISCO,CA,PACIFIC,COUPLES
827A5A24F3609CD17E65295E925E8541,223103,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,COUPLES
F021F47754873189167DD3834F37984C,98728,5,AR,CENTRAL,DALLAS,TX,CENTRAL,FAMILY
32031642B316E7387B707D991EA8DCAC,223699,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,FAMILY
F37EA573B4618A434D5A213B9F12869B,98728,5,AR,CENTRAL,DALLAS,TX,CENTRAL,FAMILY
DE458F170554516D8A54AAD3A5FD565C,608401,5,AR,CENTRAL,HOUSTON,TX,CENTRAL,COUPLES
722C5933CBFEB0CCFA7E4232036DCF9A,1008639,5,AR,CENTRAL,WICHITA,KS,CENTRAL,BUSINESS
279E0C95CA795788390C71D26206FEB6,578478,5,AR,CENTRAL,KNOXVILLE,TN,CENTRAL,COUPLES
A55D2FFA73774725E57E44C878A7AD67,81434,5,AR,CENTRAL,SACRAMENTO,CA,PACIFIC,BUSINESS
F021F47754873189167DD3834F37984C,601419,5,AR,CENTRAL,LASVEGAS,NV,PACIFIC,BUSINESS
1554FD499856A7121D0B5BC96C7DBCC8,105188,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,COUPLES
F37EA573B4618A434D5A213B9F12869B,111530,5,AR,CENTRAL,DALLAS,TX,CENTRAL,COUPLES
03D8882A1AFF6DB73D1FA6FA99A28051,98827,5,AR,CENTRAL,ELPASO,TX,CENTRAL,BUSINESS
1D12F0102452A1358B44AA6707F2C52A,223911,5,AR,CENTRAL,OVERLAND PARK,KS,CENTRAL,COUPLES
1D12F0102452A1358B44AA6707F2C52A,94554,5,AR,CENTRAL,DETROIT,MI,EASTERN,COUPLES
279E0C95CA795788390C71D26206FEB6,83093,5,AR,CENTRAL,DENVER,CO,MOUNTAIN,BUSINESS
279E0C95CA795788390C71D26206FEB6,93396,5,AR,CENTRAL,NEWYORK,NY,EASTERN,COUPLES
827A5A24F3609CD17E65295E925E8541,96735,5,AR,CENTRAL,PHILADELPHIA,PA,EASTERN,COUPLES
DE458F170554516D8A54AAD3A5FD565C,111855,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,COUPLES
5CF656A1788BD833426562587B8D36B0,310409,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,FAMILY
1D12F0102452A1358B44AA6707F2C52A,142271,5,AR,CENTRAL,ORLANDO,FL,EASTERN,FRIENDS
722C5933CBFEB0CCFA7E4232036DCF9A,85352,5,AR,CENTRAL,DENVER,CO,MOUNTAIN,BUSINESS
279E0C95CA795788390C71D26206FEB6,97952,5,AR,CENTRAL,KNOXVILLE,TN,CENTRAL,FAMILY
A55D2FFA73774725E57E44C878A7AD67,86696,5,AR,CENTRAL,GAINESVILLE,FL,EASTERN,SOLO
32031642B316E7387B707D991EA8DCAC,105488,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,FAMILY
32031642B316E7387B707D991EA8DCAC,310409,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,FAMILY
F37EA573B4618A434D5A213B9F12869B,114644,5,AR,CENTRAL,OVERLAND PARK,KS,CENTRAL,FAMILY
5CF656A1788BD833426562587B8D36B0,84115,5,AR,CENTRAL,WASHINGTONDC,DC,EASTERN,FAMILY
03D8882A1AFF6DB73D1FA6FA99A28051,112188,5,AR,CENTRAL,PORTLAND,OR,PACIFIC,FAMILY
279E0C95CA795788390C71D26206FEB6,102033,5,AR,CENTRAL,PORTLAND,OR,PACIFIC,FAMILY
5334D955E2505AF26EB719C674F73E41,85981,5,ARGENTINA,ARGENTINA,ORLANDO,FL,EASTERN,FRIENDS
5334D955E2505AF26EB719C674F73E41,1149365,5,ARGENTINA,ARGENTINA,MIAMI,MI,EASTERN,COUPLES
5334D955E2505AF26EB719C674F73E41,1815254,5,ARGENTINA,ARGENTINA,MIAMI,MI,EASTERN,BUSINESS
6C58CAD0A92930F04C319E39645C07A2,80756,5,AUSTRALIA,AUSTRALIA,SANFRANCISCO,CA,PACIFIC,FAMILY
AD954341673C911AD359961FF8C1C6AE,119356,5,AUSTRALIA,AUSTRALIA,PHOENIX,AZ,MOUNTAIN,FRIENDS
0FBE79B5705A0A6F010680139EF0E8C2,94330,5,AUSTRALIA,AUSTRALIA,BOSTON,MA,EASTERN,SOLO
6A542A6936283371C30E060C4EF5912A,76083,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,COUPLES
809B6410486BA990FB28088629C8A3C1,877395,5,AUSTRALIA,AUSTRALIA,GLENDALE,AZ,MOUNTAIN,COUPLES
A3B7144E5AC775AE3291B91DE471071B,480622,5,AUSTRALIA,AUSTRALIA,ORLANDO,FL,EASTERN,FAMILY
40C925844DC1830B9CEC20698EFAF0E7,247005,5,AUSTRALIA,AUSTRALIA,SANFRANCISCO,CA,PACIFIC,FRIENDS
3368A82EE4F223C00D1E21AFFEC2AF66,75680,5,AUSTRALIA,AUSTRALIA,ANAHEIM,CA,PACIFIC,FAMILY
59A967C87138F9B76D8B434779EAC2AA,122616,5,AUSTRALIA,AUSTRALIA,NASHVILLE,TN,CENTRAL,FAMILY
6A56B25DCE5EB11CDE40202CA56487A8,93559,5,AUSTRALIA,AUSTRALIA,NEWYORK,NY,EASTERN,SOLO
AD954341673C911AD359961FF8C1C6AE,225473,5,AUSTRALIA,AUSTRALIA,AURORA,CO,MOUNTAIN,COUPLES
A083B933FF5A9098A455A623F71092BB,89599,5,AUSTRALIA,AUSTRALIA,BOSTON,MA,EASTERN,COUPLES
A3B7144E5AC775AE3291B91DE471071B,612781,5,AUSTRALIA,AUSTRALIA,ORLANDO,FL,EASTERN,COUPLES
BF8168BB856F39A49FA9AC953B95C480,1236686,5,AUSTRALIA,AUSTRALIA,CHARLOTTE,NC,EASTERN,FAMILY
01F6894476E32CCCE95F0F938B472F75,1100791,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,FAMILY
8B927630083D20B609CE9C563736F92F,223072,5,AUSTRALIA,AUSTRALIA,PALM SPRINGS,CA,PACIFIC,COUPLES
99691004F3DEF855FC80DCF0ECC1E187,84131,5,AUSTRALIA,AUSTRALIA,WASHINGTONDC,DC,EASTERN,COUPLES
7E7EE3A707614A36271F8AEE1F51EB09,95215,5,AUSTRALIA,AUSTRALIA,CLEVELAND,OH,EASTERN,COUPLES
6C58CAD0A92930F04C319E39645C07A2,1026992,5,AUSTRALIA,AUSTRALIA,DENVER,CO,MOUNTAIN,BUSINESS
AD954341673C911AD359961FF8C1C6AE,120075,5,AUSTRALIA,AUSTRALIA,AURORA,CO,MOUNTAIN,COUPLES
A5C104533D84D1427E3FA121272DD2ED,77270,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,FAMILY
A083B933FF5A9098A455A623F71092BB,596339,5,AUSTRALIA,AUSTRALIA,ORLANDO,FL,EASTERN,COUPLES
33D0A370BFC495D50A98B7DBFC27FB42,97704,5,AUSTRALIA,AUSTRALIA,LASVEGAS,NV,PACIFIC,BUSINESS
A3B7144E5AC775AE3291B91DE471071B,85205,5,AUSTRALIA,AUSTRALIA,MIAMI,MI,EASTERN,COUPLES
BF8168BB856F39A49FA9AC953B95C480,78046,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,FAMILY
AAAA45ECEA8C974626CABD86B78D82F6,97704,5,AUSTRALIA,AUSTRALIA,LASVEGAS,NV,PACIFIC,BUSINESS
8B927630083D20B609CE9C563736F92F,776023,5,AUSTRALIA,AUSTRALIA,PALM SPRINGS,CA,PACIFIC,COUPLES
99691004F3DEF855FC80DCF0ECC1E187,226730,5,AUSTRALIA,AUSTRALIA,PHILADELPHIA,PA,EASTERN,COUPLES
3368A82EE4F223C00D1E21AFFEC2AF66,223752,5,AUSTRALIA,AUSTRALIA,MEMPHIS,TN,CENTRAL,FAMILY
A0AA9179916CE2722C87F85CA42B0B40,656430,5,AUSTRALIA,AUSTRALIA,SANDIEGO,CA,PACIFIC,BUSINESS
8D0FCE0B842C41D2676804C597D43CA4,1456410,5,AUSTRALIA,AUSTRALIA,LASVEGAS,NV,PACIFIC,FAMILY
59A967C87138F9B76D8B434779EAC2AA,574782,5,AUSTRALIA,AUSTRALIA,FORTWORTH,TX,CENTRAL,FAMILY
6A56B25DCE5EB11CDE40202CA56487A8,93593,5,AUSTRALIA,AUSTRALIA,NEWYORK,NY,EASTERN,FRIENDS
6C58CAD0A92930F04C319E39645C07A2,1026992,5,AUSTRALIA,AUSTRALIA,DENVER,CO,MOUNTAIN,FAMILY
6A542A6936283371C30E060C4EF5912A,80668,5,AUSTRALIA,AUSTRALIA,SANDIEGO,CA,PACIFIC,COUPLES
809B6410486BA990FB28088629C8A3C1,119536,5,AUSTRALIA,AUSTRALIA,SACRAMENTO,CA,PACIFIC,COUPLES
34B679D132C9B97ACB6E74DCA7BE70DA,610513,5,AUSTRALIA,AUSTRALIA,LASVEGAS,NV,PACIFIC,FAMILY
40C925844DC1830B9CEC20698EFAF0E7,75680,5,AUSTRALIA,AUSTRALIA,ANAHEIM,CA,PACIFIC,FAMILY
01F6894476E32CCCE95F0F938B472F75,1048655,5,AUSTRALIA,AUSTRALIA,MINNEAPOLIS,MN,CENTRAL,SOLO
8B927630083D20B609CE9C563736F92F,84463,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,COUPLES
99691004F3DEF855FC80DCF0ECC1E187,585414,5,AUSTRALIA,AUSTRALIA,DALLAS,TX,CENTRAL,COUPLES
73E8201ADF8EA8DE9F8249C622D22457,234752,5,AUSTRALIA,AUSTRALIA,BOSTON,MA,EASTERN,FAMILY
3368A82EE4F223C00D1E21AFFEC2AF66,77270,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,FAMILY
A0AA9179916CE2722C87F85CA42B0B40,217844,5,AUSTRALIA,AUSTRALIA,SANFRANCISCO,CA,PACIFIC,COUPLES
8D0FCE0B842C41D2676804C597D43CA4,1456560,5,AUSTRALIA,AUSTRALIA,NEWYORK,NY,EASTERN,FAMILY
7E7EE3A707614A36271F8AEE1F51EB09,83046,5,AUSTRALIA,AUSTRALIA,DENVER,CO,MOUNTAIN,COUPLES
AD954341673C911AD359961FF8C1C6AE,570084,5,AUSTRALIA,AUSTRALIA,LASVEGAS,NV,PACIFIC,COUPLES
A5C104533D84D1427E3FA121272DD2ED,91674,5,AUSTRALIA,AUSTRALIA,LASVEGAS,NV,PACIFIC,FAMILY
0FBE79B5705A0A6F010680139EF0E8C2,111428,5,AUSTRALIA,AUSTRALIA,BOSTON,MA,EASTERN,SOLO
6A542A6936283371C30E060C4EF5912A,268533,5,AUSTRALIA,AUSTRALIA,SANFRANCISCO,CA,PACIFIC,COUPLES
BF8168BB856F39A49FA9AC953B95C480,268205,5,AUSTRALIA,AUSTRALIA,BOSTON,MA,EASTERN,FAMILY
8B927630083D20B609CE9C563736F92F,79061,5,AUSTRALIA,AUSTRALIA,PALM SPRINGS,CA,PACIFIC,COUPLES
99691004F3DEF855FC80DCF0ECC1E187,122703,5,AUSTRALIA,AUSTRALIA,DALLAS,TX,CENTRAL,COUPLES
73E8201ADF8EA8DE9F8249C622D22457,268533,5,AUSTRALIA,AUSTRALIA,SANFRANCISCO,CA,PACIFIC,FAMILY
3368A82EE4F223C00D1E21AFFEC2AF66,80350,5,AUSTRALIA,AUSTRALIA,SANDIEGO,CA,PACIFIC,FAMILY
67EF16B50BE559A3B5F4BA418105B913,74341,5,AUSTRALIA,AUSTRALIA,TEMPE,AZ,MOUNTAIN,COUPLES
FD5BB4422733FFF591B9374AD3A64F56,1049387,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,COUPLES
6A56B25DCE5EB11CDE40202CA56487A8,93340,5,AUSTRALIA,AUSTRALIA,NEWYORK,NY,EASTERN,SOLO
7E7EE3A707614A36271F8AEE1F51EB09,81394,5,AUSTRALIA,AUSTRALIA,SANFRANCISCO,CA,PACIFIC,COUPLES
7B6D61D793A056454E07C0E28A7833DC,121543,5,AUSTRIA,AUSTRIA,NEWARK,NJ,EASTERN,SOLO
F164645ABB6B486B8039FFBA8F8C541C,1049387,5,AUSTRIA,AUSTRIA,LOSANGELES,CA,PACIFIC,FRIENDS
F164645ABB6B486B8039FFBA8F8C541C,112307,5,AUSTRIA,AUSTRIA,SANFRANCISCO,CA,PACIFIC,FRIENDS
4153E928842045E8A2FAFA5E086201BC,109004,5,AZ,MOUNTAIN,AUSTIN,TX,CENTRAL,SOLO
27162686C73067EDA0EBC8C5F3F334AF,224250,5,AZ,MOUNTAIN,PHOENIX,AZ,MOUNTAIN,FAMILY
E2BDA74F091B62A1E786EB5F1A3C53BC,1028861,5,AZ,MOUNTAIN,ALBUQUERQUE,NM,MOUNTAIN,FAMILY
35EF63F4781C0F095EB1C4991408BA41,75087,5,AZ,MOUNTAIN,TEMPE,AZ,MOUNTAIN,SOLO
0CEC5BF4F985D8120E086FF5319CEAF4,309165,5,AZ,MOUNTAIN,OMAHA,NB,CENTRAL,FAMILY
10ADCE2D971D06593AE4148023D14960,223860,5,AZ,MOUNTAIN,PHOENIX,AZ,MOUNTAIN,FAMILY
833612A726171AA9D8A50A06DC372A67,120056,5,AZ,MOUNTAIN,DENVER,CO,MOUNTAIN,SOLO
FC272D70711672328080E2ED75EB4E7F,84092,5,AZ,MOUNTAIN,WASHINGTONDC,DC,EASTERN,SOLO
86753A64A49C2B821F968C858DB480F1,223875,5,AZ,MOUNTAIN,SALT LAKE CITY,UT,MOUNTAIN,SOLO
8B2C860C2DB0196EF5429B5C9FC0241E,208755,5,AZ,MOUNTAIN,ANAHEIM,CA,PACIFIC,FAMILY
8D1FAD5DC2E84526BF93E620B6138086,79061,5,AZ,MOUNTAIN,PALM SPRINGS,CA,PACIFIC,COUPLES
6A0B4D12A8705EF435B7436B8F877CCF,84476,5,AZ,MOUNTAIN,FORT LAUDERDALE,FL,EASTERN,FAMILY
F99A04E79BFD87D5C4D7F8E18AC40DF1,601365,5,AZ,MOUNTAIN,LONGBEACH,CA,PACIFIC,FAMILY
507906F3B2EC4545187F1B2ECADEA853,217207,5,AZ,MOUNTAIN,SCOTTSDALE,AZ,MOUNTAIN,FAMILY
547D34A70F6CFC8D968510A6E8645A9E,102463,5,AZ,MOUNTAIN,PHILADELPHIA,PA,EASTERN,SOLO
C76BCEF78BB33ACED6C0CD5332949756,1147292,5,AZ,MOUNTAIN,PHOENIX,AZ,MOUNTAIN,FRIENDS
AA3A72AA600E510B755918EA81EA372B,74970,5,AZ,MOUNTAIN,MESA,AZ,MOUNTAIN,FAMILY
4C20567DB5BCFDB43DF45B42684B4A6A,78694,5,AZ,MOUNTAIN,LOSANGELES,CA,PACIFIC,FAMILY
4C20567DB5BCFDB43DF45B42684B4A6A,100504,5,AZ,MOUNTAIN,SEATTLE,WA,PACIFIC,FAMILY
12FA7137CAF0B5B09870016E2DE5A5CB,92201,5,AZ,MOUNTAIN,WICHITA,KS,CENTRAL,COUPLES
A69F1C0EBDC6E9D0AC2CBE19F5DA9B8F,93396,5,AZ,MOUNTAIN,NEWYORK,NY,EASTERN,SOLO
A8840525CE999793B27D55B97D83C9A7,84064,5,AZ,MOUNTAIN,WASHINGTONDC,DC,EASTERN,COUPLES
C9BB14F8B2172B06E65789A3F129DCF8,85380,5,AZ,MOUNTAIN,ORLANDO,FL,EASTERN,BUSINESS
C9BB14F8B2172B06E65789A3F129DCF8,574448,5,AZ,MOUNTAIN,SANDIEGO,CA,PACIFIC,BUSINESS
35EF63F4781C0F095EB1C4991408BA41,729371,5,AZ,MOUNTAIN,PHOENIX,AZ,MOUNTAIN,FAMILY
239DD39A27E34AE0BDEDC6F261C639E0,85775,5,AZ,MOUNTAIN,SAINT PETERSBURG,FL,EASTERN,COUPLES
0CEC5BF4F985D8120E086FF5319CEAF4,80668,5,AZ,MOUNTAIN,SANDIEGO,CA,PACIFIC,BUSINESS
833612A726171AA9D8A50A06DC372A67,73943,5,AZ,MOUNTAIN,PHOENIX,AZ,MOUNTAIN,BUSINESS
FC272D70711672328080E2ED75EB4E7F,120056,5,AZ,MOUNTAIN,DENVER,CO,MOUNTAIN,SOLO
AF286C13954470EAE975D4404A8900C1,1426110,5,AZ,MOUNTAIN,BAKERSFIELD,CA,PACIFIC,COUPLES
8B2C860C2DB0196EF5429B5C9FC0241E,119398,5,AZ,MOUNTAIN,RIVERSIDE,CA,PACIFIC,FAMILY
1CB4F883600D0BBD5C842D671FFC3F0C,224343,5,AZ,MOUNTAIN,TEMPE,AZ,MOUNTAIN,SOLO
69D2153FE951A7B205174BEBAE5F6800,225346,5,AZ,MOUNTAIN,MADISON,WI,CENTRAL,SOLO
76F4649A342535C512648E12843DE681,92775,5,AZ,MOUNTAIN,ALBUQUERQUE,NM,MOUNTAIN,COUPLES
8A30E1C4C54306100268600C29C28FDB,73622,5,AZ,MOUNTAIN,MESA,AZ,MOUNTAIN,COUPLES
CE0A0177A6AD2ADF0AB3A10CA88E0C71,265933,5,AZ,MOUNTAIN,SCOTTSDALE,AZ,MOUNTAIN,FAMILY
67997436AAF778C4C049D55338E5C2B2,1878688,5,AZ,MOUNTAIN,ELPASO,TX,CENTRAL,BUSINESS
67997436AAF778C4C049D55338E5C2B2,281624,5,AZ,MOUNTAIN,HENDERSON,NV,PACIFIC,FAMILY
CEEA937FD4D0920250CD7D133D15818D,671200,5,AZ,MOUNTAIN,HOUSTON,TX,CENTRAL,BUSINESS
62942334684F0DECFDDCBA57ED467B39,1724079,5,AZ,MOUNTAIN,SCOTTSDALE,AZ,MOUNTAIN,COUPLES
62942334684F0DECFDDCBA57ED467B39,1516130,5,AZ,MOUNTAIN,CHANDLER,AZ,MOUNTAIN,COUPLES
3198B87FFB8F3A7A3149D085DD24F334,217368,5,AZ,MOUNTAIN,ORLANDO,FL,EASTERN,FAMILY
4C412CA052F270644C1EA43B0C4AFDCA,75726,5,AZ,MOUNTAIN,ANAHEIM,CA,PACIFIC,COUPLES
1A9A97C3FC5DB9DB63C0A14790B3233E,543517,5,AZ,MOUNTAIN,SANDIEGO,CA,PACIFIC,COUPLES
547D34A70F6CFC8D968510A6E8645A9E,94136,5,AZ,MOUNTAIN,CHARLOTTE,NC,EASTERN,BUSINESS
65AAC318AAE7741E1A73CCC7492808BB,74395,5,AZ,MOUNTAIN,SCOTTSDALE,AZ,MOUNTAIN,BUSINESS
12FA7137CAF0B5B09870016E2DE5A5CB,1724079,5,AZ,MOUNTAIN,SCOTTSDALE,AZ,MOUNTAIN,COUPLES
8D56AF6EB13FD2849C30E31E0D86451F,74331,5,AZ,MOUNTAIN,TEMPE,AZ,MOUNTAIN,COUPLES
A69F1C0EBDC6E9D0AC2CBE19F5DA9B8F,1238907,5,AZ,MOUNTAIN,PORTLAND,OR,PACIFIC,FAMILY
23DA1D800F7385C5199626020533E6FA,112066,5,AZ,MOUNTAIN,NEWYORK,NY,EASTERN,BUSINESS
A8840525CE999793B27D55B97D83C9A7,77804,5,AZ,MOUNTAIN,LOSANGELES,CA,PACIFIC,BUSINESS
1B183E4FB67E9D3A5834DE9BFC6826C3,656430,5,AZ,MOUNTAIN,SANDIEGO,CA,PACIFIC,FAMILY
F6F3552179E8B319021FB0D2FAABE6FB,246778,5,AZ,MOUNTAIN,JERSEY CITY,NJ,EASTERN,BUSINESS
C9BB14F8B2172B06E65789A3F129DCF8,224214,5,AZ,MOUNTAIN,NEWYORK,NY,EASTERN,BUSINESS
27162686C73067EDA0EBC8C5F3F334AF,119644,5,AZ,MOUNTAIN,SANJOSE,CA,PACIFIC,FAMILY
172FDFA36F55FE949997DDB5217EA635,80350,5,AZ,MOUNTAIN,SANDIEGO,CA,PACIFIC,COUPLES
35EF63F4781C0F095EB1C4991408BA41,564652,5,AZ,MOUNTAIN,PHOENIX,AZ,MOUNTAIN,COUPLES
A64AF839382CBFD4F7653A7DD3228246,2015227,5,AZ,MOUNTAIN,PHOENIX,AZ,MOUNTAIN,COUPLES
10ADCE2D971D06593AE4148023D14960,676929,5,AZ,MOUNTAIN,GLENDALE,AZ,MOUNTAIN,COUPLES
833612A726171AA9D8A50A06DC372A67,89999,5,AZ,MOUNTAIN,DETROIT,MI,EASTERN,BUSINESS
AF286C13954470EAE975D4404A8900C1,505787,5,AZ,MOUNTAIN,ALBUQUERQUE,NM,MOUNTAIN,COUPLES
8D1FAD5DC2E84526BF93E620B6138086,84115,5,AZ,MOUNTAIN,WASHINGTONDC,DC,EASTERN,COUPLES
1CB4F883600D0BBD5C842D671FFC3F0C,225080,5,AZ,MOUNTAIN,TEMPE,AZ,MOUNTAIN,SOLO
69D2153FE951A7B205174BEBAE5F6800,219418,5,AZ,MOUNTAIN,LEXINGTON,KY,CENTRAL,SOLO
C816E940A3BB93459D7AF1704D31141C,75604,5,AZ,MOUNTAIN,ANAHEIM,CA,PACIFIC,COUPLES
8A30E1C4C54306100268600C29C28FDB,246884,5,AZ,MOUNTAIN,CHANDLER,AZ,MOUNTAIN,BUSINESS
6A0B4D12A8705EF435B7436B8F877CCF,223860,5,AZ,MOUNTAIN,PHOENIX,AZ,MOUNTAIN,COUPLES
67997436AAF778C4C049D55338E5C2B2,121915,5,AZ,MOUNTAIN,CHARLOTTE,NC,EASTERN,BUSINESS
F99A04E79BFD87D5C4D7F8E18AC40DF1,630313,5,AZ,MOUNTAIN,LONGBEACH,CA,PACIFIC,COUPLES
